63	105
180	182
167	158
29	28
131	129
69	98
104	94
60	59
93	87
104	96
124	151
93	85
180	30
136	131
130	131
125	152
74	84
47	46
154	143
7	9
22	33
140	143
135	154
180	42
31	111
123	126
14	15
68	75
47	46
116	106
133	134
21	18
168	165
71	69
72	73
108	110
119	120
22	39
89	74
181	182
54	51
58	67
166	163
13	15
35	34
13	20
37	38
62	59
4	3
157	149
4	184
128	120
66	70
4	11
154	143
174	165
93	87
103	99
130	129
181	21
47	50
93	88
68	77
125	127
154	158
47	46
112	111
70	106
80	74
86	88
2	1
151	153
47	46
141	138
7	55
3	8
14	20
163	158
90	88
75	98
123	152
154	141
74	73
37	36
71	68
54	36
67	65
29	28
2	1
3	11
23	39
107	106
133	132
128	129
31	29
17	12
83	72
107	183
25	24
109	108
145	155
157	149
72	59
95	94
77	84
89	90
161	162
174	177
15	18
55	53
7	37
55	52
4	3
25	24
144	142
93	107
167	172
124	118
36	22
145	139
167	172
159	125
31	33
23	24
26	19
47	51
29	28
41	33
168	108
66	106
50	49
166	170
47	48
2	6
107	183
61	59
151	152
11	12
169	171
55	57
168	125
31	30
53	57
13	1
112	113
72	106
23	22
140	143
132	131
153	152
128	123
87	88
42	39
184	1
47	46
